,id,genre_name,original_language,original_title,release_year,vote_average,studio_name
5662,8270,"['Music', 'Comedy', 'Drama']",en,danny collins,2015,6.8,Big Indie Pictures
5663,8272,"['Drama', 'Romance']",en,a little chaos,2015,6.3,BBC Films
5664,8277,"['Drama', 'Romance', 'War']",en,suite française,2015,7.3,Canal+
5665,8279,"['Drama', 'War']",en,beasts of no nation,2015,7.6,Participant
5666,8285,"['Documentary', 'Music']",en,amy,2015,7.6,Universal Music Group
5667,8288,['Drama'],en,trumbo,2015,7.2,Groundswell Productions
5668,8298,"['Crime', 'Drama', 'Mystery', 'Thriller']",en,a bigger splash,2015,6.2,Fox Searchlight Pictures
5669,8299,"['Drama', 'Comedy']",en,i'll see you in my dreams,2015,6.4,Northern Lights Films
5670,8300,"['Comedy', 'Drama']",en,grandma,2015,6.4,Depth of Field
5671,8302,"['Comedy', 'Drama']",en,our brand is crisis,2015,5.9,Smoke House Pictures
5672,8307,"['Comedy', 'Drama', 'War']",en,little boy,2015,7.2,Metanoia Films
5673,8308,"['Drama', 'Thriller', 'Horror']",en,knock knock,2015,5.3,UFA
5674,8309,"['Comedy', 'Science Fiction']",en,absolutely anything,2015,5.8,Phoenix Pictures
5675,8314,"['Animation', 'Drama', 'Romance', 'Comedy']",en,anomalisa,2015,7.1,Paramount
5676,8317,"['Thriller', 'Drama']",en,pawn sacrifice,2015,6.7,PalmStar Media
5677,8318,"['Comedy', 'Action']",en,新兵正传3：蛙人传,2015,7.7,J Team Productions
5678,8321,['Drama'],en,truth,2015,6.6,Dirty Films
5679,8323,"['Crime', 'Drama', 'History']",en,true story,2015,6.3,Plan B Entertainment
5680,8329,"['Thriller', 'Mystery', 'Drama', 'Crime']",en,dark places,2015,5.9,Denver and Delilah Productions
5681,8332,"['Thriller', 'Drama']",en,desierto,2015,6.1,Itaca Films
5682,8333,['Drama'],en,90 minutes in heaven,2015,6.1,EFO Films
5683,8334,"['Comedy', 'Drama', 'Romance']",en,a royal night out,2015,6.5,Ecosse Films
5684,8339,"['Drama', 'Romance']",en,45 years,2015,6.6,Film4 Productions
5685,8340,['Action'],en,heist,2015,6.1,EFO Films
5686,8342,['Documentary'],en,where to invade next,2015,7.3,Dog Eat Dog Films
5687,8343,"['Horror', 'Crime', 'Thriller']",en,green room,2015,6.7,filmscience
5688,8344,"['Drama', 'Romance']",en,by the sea,2015,5.6,Plan B Entertainment
5689,8345,"['Adventure', 'Drama', 'Family']",en,brothers of the wind,2015,7.2,Terra Mater Factual Studios
5690,8346,"['Action', 'Adventure']",en,last knights,2015,6.5,CJ Entertainment
5691,8347,"['Drama', 'Romance', 'Thriller']",en,colonia,2015,7.3,Majestic Filmproduktion
5692,8351,"['Thriller', 'Horror']",en,demonic,2015,5.3,Icon Entertainment International
5693,8353,"['Crime', 'Thriller']",en,child 44,2015,6.3,Summit Entertainment
5694,8355,['Drama'],en,the program,2015,6.3,StudioCanal
5695,8356,['Comedy'],en,sleeping with other people,2015,6.3,Sidney Kimmel Entertainment
5696,8360,"['Comedy', 'Music', 'War']",en,rock the kasbah,2015,5.4,Shangri-La Entertainment
5697,8361,['Drama'],en,the end of the tour,2015,7.1,Anonymous Content
5698,8362,"['Romance', 'Comedy']",en,man up,2015,6.6,BBC Films
5699,8363,"['Drama', 'Romance']",en,北京纽约,2015,3.0,Argosy Pictures
5700,8365,"['Crime', 'Drama', 'Thriller']",en,captive,2015,5.8,Itaca Films
5701,8367,['Documentary'],en,he named me malala,2015,6.7,Participant
5702,8368,"['Drama', 'Action', 'Crime', 'Thriller', 'Mystery']",en,kidnapping mr. heineken,2015,6.0,Splendid Film
5703,8370,['Comedy'],en,mistress america,2015,6.6,Fox Searchlight Pictures
5704,8373,"['Adventure', 'Documentary']",en,meru,2015,7.4,Little Monster Films
5705,8374,"['Fantasy', 'Music', 'Family']",en,jem and the holograms,2015,5.5,Blumhouse Productions
5706,8377,['Horror'],en,pay the ghost,2015,5.4,Voltage Pictures
5707,8378,['Drama'],en,the benefactor,2015,4.9,Treehouse Pictures
5708,8379,"['Drama', 'Romance', 'Science Fiction']",en,equals,2015,6.1,Scott Free Productions
5709,8382,"['Drama', 'Thriller', 'Mystery']",en,remember,2015,7.3,Serendipity Point Films
5710,8388,"['Thriller', 'Horror']",en,the vatican tapes,2015,5.3,Lakeshore Entertainment
5711,8391,"['Comedy', 'Drama', 'War']",en,a perfect day,2015,6.7,Reposado Producciones
5712,8393,"['Drama', 'Adventure', 'History']",en,queen of the desert,2015,5.9,120dB Films
5713,8398,"['Drama', 'Romance']",en,the diary of a teenage girl,2015,6.6,Cold Iron Pictures
5714,8399,"['Thriller', 'Action']",en,spooks: the greater good,2015,6.0,BBC Films
5715,8400,['Drama'],en,louder than bombs,2015,6.4,ARTE France Cinéma
5716,8401,['Drama'],en,99 homes,2015,6.8,Hyde Park Films
5717,8403,"['Western', 'Action', 'Drama']",en,jane got a gun,2015,5.8,Handsomecharlie Films
5718,8404,"['Animation', 'Family']",en,stick man,2015,6.8,Magic Light Pictures
5719,8407,['Documentary'],en,the wolfpack,2015,6.9,Verisimilitude
5720,8409,"['Action', 'Adventure', 'Drama']",en,beyond the mask,2015,5.5,Burns Family Studios
5721,8414,"['Mystery', 'Comedy']",en,the overnight,2015,6.0,Duplass Brothers Productions
5722,8422,"['Comedy', 'Drama']",en,tangerine,2015,7.0,Duplass Brothers Productions
5723,8425,"['Drama', 'Music']",en,born to be blue,2015,6.6,New Real Films
5724,8430,"['Drama', 'Comedy']",en,the d train,2015,4.8,Ealing Studios
5725,8431,"['Animation', 'Adventure', 'Comedy', 'Family']",en,ooops! noah is gone...,2015,6.3,Skyline Entertainment
5726,8432,"['Comedy', 'Drama', 'Family']",en,once i was a beehive,2015,6.3,Escapology
5727,8437,['Drama'],en,madame bovary,2015,5.7,A Company Filmproduktionsgesellschaft
5728,8439,['Thriller'],en,the stanford prison experiment,2015,6.9,Abandon Pictures
5729,8441,['Action'],en,tracers,2015,6.0,Senator Film
5730,8442,"['Romance', 'Drama']",en,freeheld,2015,7.3,Double Feature Films
5731,8444,"['Romance', 'Drama']",en,knight of cups,2015,5.6,Waypoint Entertainment
5732,8445,['Drama'],en,every thing will be fine,2015,5.5,Film i Väst
5733,8450,['Documentary'],en,steve jobs: the man in the machine,2015,6.5,Magnolia Pictures
5734,8456,"['Horror', 'Thriller', 'Drama']",en,tales of halloween,2015,5.7,Epic Pictures Group
5735,8457,['Documentary'],en,the hunting ground,2015,7.4,Canal+
5736,8460,"['Thriller', 'Action']",en,everly,2015,5.5,Dimension Films
5737,8461,"['Thriller', 'Horror']",en,the invitation,2015,6.5,Drafthouse Films
5738,8463,['Drama'],en,high-rise,2015,5.7,StudioCanal
5739,8466,['Drama'],en,good kill,2015,6.0,Voltage Pictures
5740,8469,['Documentary'],en,hitchcock/truffaut,2015,7.4,ARTE France Cinéma
5741,8478,['Comedy'],en,after the ball,2015,6.3,Myriad Pictures
5742,8479,"['Western', 'Action', 'Thriller', 'Drama']",en,slow west,2015,6.7,New Zealand Film Commission
5743,8480,"['Animation', 'Music', 'Family']",en,my little pony: equestria girls: friendship games,2015,7.2,DHX Media
5744,8486,"['Drama', 'History']",en,stonewall,2015,6.2,Centropolis Entertainment
5745,8487,"['Horror', 'Drama', 'Mystery']",en,maggie,2015,5.4,Lionsgate
5746,8491,"['Thriller', 'Drama']",en,man down,2015,6.2,Wild Bunch
5747,8492,['Action'],en,pound of flesh,2015,5.8,Odyssey Media
5748,8494,"['Fantasy', 'Comedy', 'Animation', 'Adventure']",en,hell & back,2015,5.2,ShadowMachine
5749,8495,['Drama'],en,queen & country,2015,5.8,Merlin Films
5750,8500,['Drama'],en,manglehorn,2015,5.4,Worldview Entertainment
5751,8503,"['Music', 'Romance', 'Comedy', 'Drama']",en,tumbledown,2015,6.3,Echo Films
5752,8504,['Thriller'],en,cop car,2015,5.9,Park Pictures Features
5753,8505,"['Action', 'Crime', 'Thriller']",en,momentum,2015,5.7,UFA
5754,8506,"['Drama', 'Thriller']",en,mississippi grind,2015,6.0,Electric City Entertainment
5755,8508,['Action'],en,riot,2015,5.9,Universal Pictures
5756,8509,['Science Fiction'],en,z for zachariah,2015,5.6,Lucky Hat Entertainment
5757,8510,"['Drama', 'Thriller', 'Mystery']",en,strangerland,2015,5.3,Worldview Entertainment
5758,8513,['Comedy'],en,results,2015,5.1,Burn Later Productions
5759,8522,"['Comedy', 'Drama', 'Family']",en,the great gilly hopkins,2015,6.6,Arcady Bay Entertainment
5760,8524,['Documentary'],en,sunshine superman,2015,6.7,Indie Studio
5761,8525,"['Drama', 'Crime']",en,heaven knows what,2015,6.6,Elara Pictures
5762,8528,['Drama'],en,the girl in the book,2015,5.9,Varient Busted Buggy Entertainmen
5763,8529,"['Animation', 'Comedy']",en,pixies,2015,5.0,Anderson Merchandisers
5764,8532,"['Horror', 'Comedy', 'Science Fiction']",en,stung,2015,5.3,Rat Pack Filmproduktion
5765,8533,"['Science Fiction', 'Comedy', 'Horror']",en,freaks of nature,2015,6.2,Columbia Pictures
5766,8534,"['Action', 'Adventure', 'Comedy', 'Science Fiction', 'Horror']",en,turbo kid,2015,6.6,New Zealand Film Commission
5767,8537,['Drama'],en,i smile back,2015,6.1,Egoli Tossell Film
5768,8540,['Comedy'],en,tex montana will survive!,2015,6.7,O. Hannah Films
5769,8547,"['Fantasy', 'Thriller', 'Drama']",en,lost river,2015,5.8,Bold Films
5770,8548,['Documentary'],en,requiem for the american dream,2015,7.7,PF Pictures
5771,8554,"['Action', 'Adventure', 'Crime', 'Drama']",en,essex boys: law of survival,2015,5.0,Greenway Entertainment
5772,8559,['Comedy'],en,don verdean,2015,4.7,Lions Gate Films
5773,8561,"['Drama', 'Romance']",en,being charlie,2015,6.3,Castle Rock Entertainment
5774,8562,"['Horror', 'Documentary']",en,the nightmare,2015,5.6,Campfire
5775,8563,['Documentary'],en,peace officer,2015,6.4,Sorø Films
5776,8565,"['Action', 'Crime', 'Drama', 'Thriller']",en,lost in the sun,2015,6.1,Indie Studio
5777,8566,['Comedy'],en,how to plan an orgy in a small town,2015,5.2,Neophyte Productions
5778,8567,"['Romance', 'Comedy']",en,accidental love,2015,4.2,Persistent Entertainment
5779,8569,"['Documentary', 'Drama']",en,almost holy,2015,7.1,Animal
5780,8570,"['Fantasy', 'Thriller', 'Horror', 'Science Fiction']",en,southbound,2015,6.0,Willowbrook Regent Films
5781,8573,"['Action', 'Thriller']",en,extraction,2015,4.6,Ingenious Media
5782,8574,"['Thriller', 'Mystery']",en,blackway,2015,5.3,Gotham Group
5783,8575,['Horror'],en,the human centipede 3 (final sequence),2015,3.7,Six Entertainment
5784,8577,['Drama'],en,bully,2015,8.0,Indie Studio
5785,8578,"['Comedy', 'Drama', 'Crime']",en,buzzard,2015,5.4,Oscilloscope
5786,8581, ,en,alistair's wednesday,2015,0.0,Indie Studio
5787,8584,"['Documentary', 'Family']",en,gayby baby,2015,6.2,Indie Studio
5788,8587,"['Horror', 'Thriller', 'Science Fiction', 'Mystery']",en,area 51,2015,4.7,Blumhouse Productions
5789,8589,"['Adventure', 'Comedy', 'Family']",en,honey money,2015,0.0,Anniko Films
5790,8590,['Drama'],en,hungry hearts,2015,6.7,RAI
5791,8592,"['Adventure', 'Comedy', 'Action', 'Romance']",en,barely lethal,2015,5.8,RKO Pictures LLC
5792,8593,['Documentary'],en,the world underground: china,2015,0.0,Indie Studio
5793,8598,['Documentary'],en,the sabinal canyon,2015,4.3,JT Features
5794,8599,"['Drama', 'Romance', 'Comedy']",en,ashby,2015,6.2,Head Gear Films
5795,8600,"['Thriller', 'Mystery', 'Science Fiction']",en,synchronicity,2015,5.7,Pop Films
5796,8601,['Drama'],en,club life,2015,5.1,Radar Pictures
5797,8603,"['Crime', 'Drama']",en,mi america,2015,0.0,Industrial House Films
5798,8605,['Thriller'],en,the ghosts of johnson woods,2015,10.0,Driving With Our Eyes Shut
5799,8606,"['Drama', 'Fantasy', 'Comedy']",en,republic of dreams,2015,10.0,Lasoff Films
5800,8607,"['Thriller', 'Horror']",en,julia,2015,5.1,Zero Gravity Management
5801,8608,"['Drama', 'Thriller']",en,body,2015,5.2,Oscilloscope
5802,8611, ,en,the forgiveness journey,2015,0.0,Metamora Films
5803,8612,['Documentary'],en,life under the horseshoe,2015,0.0,Metamora Films
5804,8613,['Documentary'],en,mr. overton,2015,8.0,Indie Studio
5805,8615,"['Adventure', 'Action', 'Science Fiction']",en,captain america: civil war,2016,7.4,Marvel Studios
5806,8616,"['Action', 'Adventure', 'Science Fiction']",en,rogue one: a star wars story,2016,7.5,Lucasfilm Ltd.
5807,8617,"['Adventure', 'Animation', 'Comedy', 'Family']",en,finding dory,2016,7.0,Pixar
5808,8618,"['Animation', 'Adventure', 'Family', 'Comedy']",en,zootopia,2016,7.7,Walt Disney Pictures
5809,8619,"['Family', 'Adventure', 'Drama', 'Fantasy']",en,the jungle book,2016,6.9,Walt Disney Pictures
5810,8620,"['Adventure', 'Comedy', 'Animation', 'Family']",en,the secret life of pets,2016,6.3,Universal Pictures
5811,8621,"['Action', 'Adventure', 'Fantasy']",en,batman v superman: dawn of justice,2016,5.9,Warner Bros. Pictures
5812,8622,"['Fantasy', 'Adventure', 'Action']",en,fantastic beasts and where to find them,2016,7.4,Warner Bros. Pictures
5813,8623,"['Action', 'Adventure', 'Comedy']",en,deadpool,2016,7.6,20th Century Fox
5814,8624,"['Action', 'Adventure', 'Fantasy']",en,suicide squad,2016,5.9,Warner Bros. Pictures
5815,8625,"['Adventure', 'Comedy', 'Family', 'Animation']",en,moana,2016,7.6,Walt Disney Pictures
5816,8626,"['Action', 'Adventure', 'Fantasy']",en,doctor strange,2016,7.4,Marvel Studios
5817,8627,"['Animation', 'Comedy', 'Family', 'Music']",en,sing,2016,7.1,Universal Pictures
5818,8629,"['Action', 'Adventure', 'Science Fiction', 'Fantasy']",en,x-men: apocalypse,2016,6.5,20th Century Fox
5819,8630,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family']",en,kung fu panda 3,2016,6.9,DreamWorks Animation
5820,8631,"['Comedy', 'Drama', 'Romance', 'Music']",en,la la land,2016,7.9,Summit Entertainment
5821,8632,"['Action', 'Adventure', 'Fantasy']",en,warcraft,2016,6.3,Universal Pictures
5822,8633,"['Action', 'Thriller']",en,jason bourne,2016,6.3,The Kennedy/Marshall Company
5823,8634,"['Adventure', 'Animation', 'Family', 'Comedy', 'Science Fiction']",en,ice age: collision course,2016,6.1,20th Century Fox
5824,8635,"['Action', 'Adventure', 'Science Fiction']",en,independence day: resurgence,2016,5.3,20th Century Fox
5825,8636,"['Fantasy', 'Action', 'Adventure']",en,the legend of tarzan,2016,5.9,Village Roadshow Pictures
5826,8637,"['Animation', 'Adventure', 'Comedy']",en,the angry birds movie,2016,6.2,Columbia Pictures
5827,8638,"['Family', 'Animation', 'Fantasy', 'Adventure', 'Comedy', 'Music']",en,trolls,2016,6.7,DreamWorks Animation
5828,8639,"['Action', 'Adventure', 'Science Fiction']",en,star trek beyond,2016,6.8,Paramount
5829,8640,"['Crime', 'Thriller', 'Action', 'Mystery']",en,now you see me 2,2016,6.8,Summit Entertainment
5830,8641,"['Action', 'Adventure', 'Fantasy']",en,the great wall,2016,6.0,Universal Pictures
5831,8642,"['Horror', 'Thriller']",en,the conjuring 2,2016,7.3,New Line Cinema
5832,8643,"['Action', 'Horror', 'Science Fiction']",en,resident evil: the final chapter,2016,6.1,Constantin Film
5833,8645,"['Drama', 'Romance', 'Science Fiction']",en,passengers,2016,6.9,Columbia Pictures
5834,8646,"['Adventure', 'Family', 'Fantasy']",en,alice through the looking glass,2016,6.6,Walt Disney Pictures
5835,8647,"['Fantasy', 'Adventure', 'Family', 'Drama']",en,miss peregrine's home for peculiar children,2016,6.8,20th Century Fox
5836,8648,"['Horror', 'Thriller']",en,split,2016,7.3,Universal Pictures
5837,8649,"['Action', 'Adventure', 'Comedy', 'Family', 'Science Fiction']",en,teenage mutant ninja turtles: out of the shadows,2016,6.0,Paramount
5838,8650,"['Drama', 'History']",en,sully,2016,7.2,Malpaso Productions
5839,8651,"['Action', 'Adventure', 'Science Fiction']",en,assassin's creed,2016,5.4,Regency Enterprises
5840,8652,"['Drama', 'History']",en,hidden figures,2016,8.1,Fox 2000 Pictures
5841,8653,"['Action', 'Fantasy', 'Comedy']",en,ghostbusters,2016,5.4,Columbia Pictures
5842,8654,"['Mystery', 'Thriller', 'Drama', 'Action']",en,inferno,2016,6.0,Columbia Pictures
5843,8655,"['Action', 'Comedy', 'Crime', 'Mystery']",en,central intelligence,2016,6.4,New Line Cinema
5844,8656,"['Comedy', 'Romance']",en,bridget jones's baby,2016,6.4,Miramax
5845,8657,"['Drama', 'Romance']",en,me before you,2016,7.9,New Line Cinema
5846,8658,"['Action', 'Thriller']",en,london has fallen,2016,6.1,Gramercy Pictures
5847,8659,"['Drama', 'Science Fiction', 'Mystery']",en,arrival,2016,7.6,Paramount
5848,8660,"['Adventure', 'Family', 'Fantasy']",en,the bfg,2016,6.2,Walt Disney Pictures
5849,8664,['Comedy'],en,bad moms,2016,6.5,Universal Pictures
5850,8665,"['Adventure', 'Animation', 'Comedy', 'Family']",en,storks,2016,6.6,Warner Bros. Pictures
5851,8666,"['Adventure', 'Science Fiction', 'Action', 'Mystery']",en,allegiant,2016,6.1,Summit Entertainment
5852,8667,"['Drama', 'History', 'War']",en,hacksaw ridge,2016,8.2,Permut Presentations
5853,8668,"['Crime', 'Drama', 'Mystery', 'Thriller']",en,the girl on the train,2016,6.4,DreamWorks Pictures
5854,8670,"['Action', 'Adventure', 'Drama']",en,the huntsman: winter's war,2016,6.3,Universal Pictures
5855,8671,"['Adventure', 'Action', 'Western']",en,the magnificent seven,2016,6.4,Columbia Pictures
5856,8672,"['Action', 'Thriller']",en,jack reacher: never go back,2016,5.9,Paramount
5857,8673,"['Thriller', 'Horror']",en,don't breathe,2016,7.0,Ghost House Pictures
5858,8674,"['Crime', 'Thriller', 'Drama']",en,the accountant,2016,7.0,Warner Bros. Pictures
5859,8675,"['Action', 'Adventure', 'Fantasy']",en,gods of egypt,2016,5.6,Summit Entertainment
5860,8676,"['Horror', 'Thriller', 'Mystery']",en,lights out,2016,6.3,New Line Cinema
5861,8677,"['Adventure', 'Family', 'Fantasy']",en,pete's dragon,2016,6.4,Whitaker Entertainment
5862,8678,"['Adventure', 'Animation', 'Comedy', 'Fantasy']",en,sausage party,2016,5.7,Columbia Pictures
5863,8679,['Drama'],en,lion,2016,8.1,The Weinstein Company
5864,8680,"['Action', 'Crime', 'Thriller']",en,mechanic: resurrection,2016,5.9,Davis Films
5865,8681,"['Action', 'Comedy']",en,ride along 2,2016,6.2,Universal Pictures
5866,8682,"['Drama', 'Action']",en,deepwater horizon,2016,6.8,Di Bonaventura Pictures
5867,8683,"['Action', 'Drama', 'War', 'Romance', 'Thriller']",en,allied,2016,6.8,Paramount
5868,8684,"['Horror', 'Drama', 'Thriller']",en,the shallows,2016,6.4,Columbia Pictures
5869,8685,"['Action', 'Horror', 'Thriller']",en,the purge: election year,2016,6.4,Universal Pictures
5870,8686,['Comedy'],en,why him?,2016,6.4,20th Century Fox
5871,8687,['Comedy'],en,office christmas party,2016,5.6,Bluegrass Films
5872,8688,"['Comedy', 'Romance']",en,how to be single,2016,6.2,New Line Cinema
5873,8689,"['Science Fiction', 'Adventure', 'Action']",en,the 5th wave,2016,5.9,Columbia Pictures
5874,8690,['Comedy'],en,neighbors 2: sorority rising,2016,5.8,Universal Pictures
5875,8691,"['Thriller', 'Science Fiction', 'Drama', 'Horror']",en,10 cloverfield lane,2016,7.0,Bad Robot
5876,8695,['Comedy'],en,dirty grandpa,2016,5.9,Lionsgate
5877,8696,"['Action', 'History', 'Adventure', 'Drama']",en,ben-hur,2016,5.7,Paramount
5878,8697,"['Thriller', 'Drama']",en,money monster,2016,6.4,Sony Pictures
5879,8698,"['Romance', 'Comedy']",en,my big fat greek wedding 2,2016,5.9,Universal Pictures
5880,8700,"['Drama', 'Romance']",en,collateral beauty,2016,7.3,New Line Cinema
5881,8702,"['Comedy', 'Crime', 'Drama']",en,war dogs,2016,6.9,Warner Bros. Pictures
5882,8703,"['Mystery', 'Adventure', 'Crime']",en,nerve,2016,7.1,Lionsgate
5883,8705,"['Horror', 'Mystery', 'Drama']",en,ouija: origin of evil,2016,6.1,Universal Pictures
5884,8706,"['Fantasy', 'Action', 'Thriller', 'Horror']",en,underworld: blood wars,2016,5.8,Lakeshore Entertainment
5885,8707,['Drama'],en,manchester by the sea,2016,7.5,OddLot Entertainment
5886,8708,['Comedy'],en,the boss,2016,5.9,Universal Pictures
5887,8710,['Comedy'],en,mike and dave need wedding dates,2016,6.1,20th Century Fox
5888,8711,"['Animation', 'Adventure', 'Family']",en,kubo and the two strings,2016,7.7,Laika Entertainment
5889,8713,"['Comedy', 'Horror']",en,boo! a madea halloween,2016,5.7,Lionsgate
5890,8715,['Drama'],en,miracles from heaven,2016,7.4,Columbia Pictures
5891,8716,"['War', 'Action', 'History', 'Thriller', 'Drama']",en,13 hours: the secret soldiers of benghazi,2016,7.3,Paramount
5892,8718,['Drama'],en,moonlight,2016,7.4,Plan B Entertainment
5893,8719,"['Action', 'Comedy', 'Science Fiction']",en,monster trucks,2016,6.1,Paramount
5894,8720,['Drama'],en,fences,2016,6.8,Paramount
5895,8721,"['Horror', 'Thriller', 'Mystery']",en,the boy,2016,5.9,Lakeshore Entertainment
5896,8722,"['Comedy', 'Drama', 'Mystery']",en,"hail, caesar!",2016,5.9,Universal Pictures
5897,8723,"['Comedy', 'Crime', 'Action']",en,the nice guys,2016,7.1,Warner Bros. Pictures
5898,8724,"['Action', 'Comedy', 'Thriller', 'Mystery']",en,skiptrace,2016,5.7, 
5899,8725,"['Fantasy', 'Comedy', 'Family']",en,nine lives,2016,5.8, 
5900,8726,['Comedy'],en,zoolander 2,2016,4.8, 
5901,8727,"['Comedy', 'Drama']",en,barbershop: the next cut,2016,6.3,New Line Cinema
5902,8729,"['Action', 'Drama', 'History', 'Thriller']",en,the finest hours,2016,6.6,Walt Disney Pictures
5903,8730,"['Action', 'Crime', 'Drama', 'History', 'Thriller']",en,patriots day,2016,7.0,CBS Films
5904,8733,"['Comedy', 'Drama']",en,florence foster jenkins,2016,6.7,BBC Films
5905,8734,"['Comedy', 'Drama', 'Romance']",en,mother's day,2016,6.0,Universal Pictures
5906,8735,"['Drama', 'Fantasy']",en,a monster calls,2016,7.2,Telecinco Cinema
5907,8736,"['Comedy', 'Drama', 'History', 'Adventure']",en,eddie the eagle,2016,7.2,Studio Babelsberg
5908,8737,"['Drama', 'History']",en,risen,2016,6.1,Columbia Pictures
5909,8738,"['Thriller', 'Horror']",en,blair witch,2016,5.2,Vertigo Entertainment
5910,8739,"['Comedy', 'Drama', 'Romance']",en,café society,2016,6.5,Gravier Productions
5911,8741,"['Comedy', 'Drama']",en,almost christmas,2016,5.8,Universal Pictures
5912,8745,['Comedy'],en,absolutely fabulous: the movie,2016,5.4,Fox Searchlight Pictures
5913,8748,"['Horror', 'Thriller', 'Mystery']",en,the forest,2016,5.2,Phantom Four
5914,8749,"['Crime', 'Thriller', 'Western']",en,hell or high water,2016,7.3,StudioCanal
5915,8750,"['Drama', 'History', 'Crime', 'Thriller']",en,snowden,2016,7.1,Endgame Entertainment
5916,8754,"['Drama', 'War']",en,billy lynn's long halftime walk,2016,6.0,TriStar Pictures
5917,8755,"['Mystery', 'Drama', 'Horror']",en,when the bough breaks,2016,5.8,Screen Gems
5918,8758,"['Action', 'Comedy']",en,keeping up with the joneses,2016,6.1,20th Century Fox
5919,8759,"['Drama', 'Thriller']",en,nocturnal animals,2016,7.5,Universal Pictures
5920,8760,"['Action', 'Comedy', 'Crime']",en,masterminds,2016,5.7,Broadway Video
5921,8764,"['Action', 'Comedy']",en,grimsby,2016,5.9,Columbia Pictures
5922,8767,"['Drama', 'Romance']",en,the light between oceans,2016,7.1,DreamWorks Pictures
5923,8768,"['Action', 'Drama', 'History', 'War']",en,free state of jones,2016,6.7,Larger Than Life Productions
5924,8769,"['Drama', 'History']",en,race,2016,7.3,Forecast Pictures
5925,8770,"['Drama', 'History']",en,the founder,2016,7.1,The Weinstein Company
5926,8771,['Documentary'],en,a beautiful planet,2016,6.9,IMAX
5927,8772,"['Drama', 'History']",en,silence,2016,7.1,CatchPlay
5928,8773,['Comedy'],en,kevin hart: what now?,2016,6.5,Universal Pictures
5929,8774,['Drama'],en,god's not dead 2,2016,6.1,Pure Flix Entertainment
5930,8775,"['Family', 'Comedy']",en,middle school: the worst years of my life,2016,6.9,Lionsgate
5931,8776,"['Comedy', 'Crime', 'Drama', 'Mystery']",en,bad santa 2,2016,5.4,Miramax
5932,8777,"['Adventure', 'Comedy', 'Drama']",en,hunt for the wilderpeople,2016,7.7,Defender Films
5933,8778,"['Adventure', 'Drama']",en,captain fantastic,2016,7.9,Electric City Entertainment
5934,8779,"['Comedy', 'Drama', 'War']",en,whiskey tango foxtrot,2016,6.3,Paramount
5935,8780,"['Crime', 'Drama', 'Thriller']",en,live by night,2016,6.2,Warner Bros. Pictures
5936,8782,"['Drama', 'Romance']",en,love & friendship,2016,6.1,Blinder Films
5937,8783,"['Romance', 'Comedy']",en,fifty shades of black,2016,4.9,IM Global
5938,8784,"['Crime', 'Drama', 'Thriller']",en,the infiltrator,2016,6.6,Good Films Collective
5939,8786,"['Action', 'Comedy', 'Crime']",en,keanu,2016,6.1,New Line Cinema
5940,8790,"['Comedy', 'Drama']",en,the edge of seventeen,2016,7.2,Gracie Films
5941,8791,"['Drama', 'Romance']",en,the choice,2016,7.2,Lionsgate
5942,8792,"['Drama', 'Thriller', 'War']",en,eye in the sky,2016,7.0,Raindog Films
5943,8797,"['Adventure', 'Animation', 'Comedy', 'Family']",en,norm of the north,2016,4.7,Lionsgate
5944,8799,"['Science Fiction', 'Action']",en,the perfect weapon,2016,4.1,Boundless Pictures
5945,8801,"['Romance', 'Horror', 'Comedy', 'Thriller']",en,pride and prejudice and zombies,2016,6.1,Lionsgate
5946,8803,['Drama'],en,the birth of a nation,2016,6.5,Phantom Four
5947,8804,['Drama'],en,"i, daniel blake",2016,7.8,BBC Films
5948,8809,"['Adventure', 'Drama', 'Thriller']",en,gold,2016,6.6,Living Films
5949,8810,"['Action', 'Crime', 'Science Fiction']",en,criminal,2016,6.1,Millennium Films
5950,8811,['Action'],en,bastille day,2016,6.3,Canal+
5951,8812,"['Thriller', 'Horror']",en,the other side of the door,2016,5.5,Lipsync Productions
5952,8813,['Drama'],en,jackie,2016,6.4,Fox Searchlight Pictures
5953,8814,"['Drama', 'History']",en,a united kingdom,2016,6.7,Perfect Weekend
5954,8815,"['Comedy', 'Romance', 'Drama', 'Music']",en,sing street,2016,7.9,Cosmo Film
5955,8816,"['Romance', 'Comedy', 'Drama']",en,paris can wait,2016,5.8,American Zoetrope
5956,8817,"['Drama', 'Thriller']",en,shut in,2016,5.3,Canal+
5957,8818,"['Documentary', 'History']",en,hillary's america: the secret history of the democratic party,2016,5.4,D'Souza Media
5958,8819,"['Action', 'Thriller', 'Mystery']",en,triple 9,2016,5.9,Worldview Entertainment
5959,8820,"['History', 'Romance', 'Drama']",en,the promise,2016,7.0,Babieka Films
5960,8823,['Documentary'],en,the beatles: eight days a week - the touring years,2016,7.7,Imagine Entertainment
5961,8825,['Drama'],en,the man who knew infinity,2016,7.2,Animus Films
5962,8827,"['Horror', 'Thriller']",en,unfriend,2016,5.5,Wiedemann & Berg Film
5963,8828,"['Horror', 'Thriller']",en,the darkness,2016,4.8,Universal Pictures
5964,8829,['Drama'],en,queen of katwe,2016,7.3,Mirabai Films
